Autauga CountyAlabama,55869
Buchanan CountyIowa,21175
Buena Vista CountyIowa,19620
Butler CountyIowa,14439
Calhoun CountyIowa,9668
Carroll CountyIowa,20165
Cass CountyIowa,12836
Cedar CountyIowa,18627
Cerro Gordo CountyIowa,42450
Cherokee CountyIowa,11235
Chickasaw CountyIowa,11933
Clarke CountyIowa,9395
Clay CountyIowa,16016
Clayton CountyIowa,17549
Clinton CountyIowa,46429
Crawford CountyIowa,16820
Dallas CountyIowa,93453
Davis CountyIowa,9000
Decatur CountyIowa,7870
Delaware CountyIowa,17011
Des Moines CountyIowa,38967
Dickinson CountyIowa,17258
Dubuque CountyIowa,97311
Emmet CountyIowa,9208
Fayette CountyIowa,19650
Floyd CountyIowa,15642
Franklin CountyIowa,10070
Fremont CountyIowa,6960
Greene CountyIowa,8888
Grundy CountyIowa,12232
Guthrie CountyIowa,10689
Hamilton CountyIowa,14773
Hancock CountyIowa,10630
Hardin CountyIowa,16846
Harrison CountyIowa,14049
Henry CountyIowa,19954
Howard CountyIowa,9158
Humboldt CountyIowa,9558
Ida CountyIowa,6860
Iowa CountyIowa,16184
Jackson CountyIowa,19439
Jasper CountyIowa,37185
Jefferson CountyIowa,18295
Johnson CountyIowa,151140
Jones CountyIowa,20681
Keokuk CountyIowa,10246
Kossuth CountyIowa,14813
Lee CountyIowa,33657
Linn CountyIowa,226706
Louisa CountyIowa,11035
Lucas CountyIowa,8600
Lyon CountyIowa,11755
Madison CountyIowa,16338
Mahaska CountyIowa,22095
Marion CountyIowa,33253
Marshall CountyIowa,39369
Mills CountyIowa,15109
Mitchell CountyIowa,10586
Monona CountyIowa,8615
Monroe CountyIowa,7707
Montgomery CountyIowa,9917
Muscatine CountyIowa,42664
O'Brien CountyIowa,13753
Osceola CountyIowa,5958
Page CountyIowa,15107
Palo Alto CountyIowa,8886
Plymouth CountyIowa,25177
Pocahontas CountyIowa,6619
Polk CountyIowa,490161
Pottawattamie CountyIowa,93206
Poweshiek CountyIowa,18504
Ringgold CountyIowa,4894
Sac CountyIowa,9721
Scott CountyIowa,172943
Shelby CountyIowa,11454
Sioux CountyIowa,34855
Story CountyIowa,97117
Tama CountyIowa,16854
Taylor CountyIowa,6121
Union CountyIowa,12241
Van Buren CountyIowa,7044
Wapello CountyIowa,34969
Warren CountyIowa,51466
Washington CountyIowa,21965
Wayne CountyIowa,6441
Webster CountyIowa,35904
Winnebago CountyIowa,10354
Winneshiek CountyIowa,19991
Woodbury CountyIowa,103107
Worth CountyIowa,7381
Wright CountyIowa,12562
Allen CountyKansas,12369
Anderson CountyKansas,7858
Atchison CountyKansas,16073
Barber CountyKansas,4427
Barton CountyKansas,25779
Bourbon CountyKansas,14534
Brown CountyKansas,9564
Butler CountyKansas,66911
Chase CountyKansas,2648
Chautauqua CountyKansas,3250
Cherokee CountyKansas,19939
Cheyenne CountyKansas,2657
Clark CountyKansas,1994
Clay CountyKansas,8002
Cloud CountyKansas,8786
Coffey CountyKansas,8179
Comanche CountyKansas,1700
Cowley CountyKansas,34908
Crawford CountyKansas,38818
Decatur CountyKansas,2827
Dickinson CountyKansas,18466
Doniphan CountyKansas,7600
Douglas CountyKansas,122259
Edwards CountyKansas,2798
Elk CountyKansas,2530
Ellis CountyKansas,28553
Ellsworth CountyKansas,6102
Finney CountyKansas,36467
Ford CountyKansas,33619
Franklin CountyKansas,25544
Geary CountyKansas,31670
Gove CountyKansas,2636
Graham CountyKansas,2482
Grant CountyKansas,7150
Gray CountyKansas,5988
Greeley CountyKansas,1232
Greenwood CountyKansas,5982
Hamilton CountyKansas,2539
Harper CountyKansas,5436
Harvey CountyKansas,34429
Haskell CountyKansas,3968
Hodgeman CountyKansas,1794
Jackson CountyKansas,13171
Jefferson CountyKansas,19043
Jewell CountyKansas,2879
Johnson CountyKansas,602401
Kearny CountyKansas,3838
Kingman CountyKansas,7152
Kiowa CountyKansas,2475
Labette CountyKansas,19618
Lane CountyKansas,1535
Leavenworth CountyKansas,81758
Lincoln CountyKansas,2962
Linn CountyKansas,9703
Logan CountyKansas,2794
Lyon CountyKansas,33195
McPherson CountyKansas,28542
Marion CountyKansas,11884
Marshall CountyKansas,9707
Meade CountyKansas,4033
Miami CountyKansas,34237
Mitchell CountyKansas,5979
Montgomery CountyKansas,31829
Morris CountyKansas,5620
Morton CountyKansas,2587
Nemaha CountyKansas,10231
Neosho CountyKansas,16007
Ness CountyKansas,2750
Norton CountyKansas,5361
Osage CountyKansas,15949
Osborne CountyKansas,3421
Ottawa CountyKansas,5704
Pawnee CountyKansas,6414
Phillips CountyKansas,5234
Pottawatomie CountyKansas,24383
Pratt CountyKansas,9164
Rawlins CountyKansas,2530
Reno CountyKansas,61998
Republic CountyKansas,4636
Rice CountyKansas,9537
Riley CountyKansas,74232
Rooks CountyKansas,4920
Rush CountyKansas,3036
Russell CountyKansas,6856
Saline CountyKansas,54224
Scott CountyKansas,4823
Sedgwick CountyKansas,516042
Seward CountyKansas,21428
Shawnee CountyKansas,176875
Sheridan CountyKansas,2521
Sherman CountyKansas,5917
Smith CountyKansas,3583
Stafford CountyKansas,4156
Stanton CountyKansas,2006
Stevens CountyKansas,5485
Sumner CountyKansas,22836
Thomas CountyKansas,7777
Trego CountyKansas,2803
Wabaunsee CountyKansas,6931
Wallace CountyKansas,1518
Washington CountyKansas,5406
Wichita CountyKansas,2119
Wilson CountyKansas,8525
Woodson CountyKansas,3138
Wyandotte CountyKansas,165429
Adair CountyKentucky,19202
Allen CountyKentucky,21315
Anderson CountyKentucky,22747
Ballard CountyKentucky,7888
Barren CountyKentucky,44249
Bath CountyKentucky,12500
Bell CountyKentucky,26032
Boone CountyKentucky,133581
Bourbon CountyKentucky,19788
Boyd CountyKentucky,46718
Boyle CountyKentucky,30060
Bracken CountyKentucky,8303
Breathitt CountyKentucky,12630
Breckinridge CountyKentucky,20477
Bullitt CountyKentucky,81676
Butler CountyKentucky,12879
Caldwell CountyKentucky,12747
Calloway CountyKentucky,39001
Campbell CountyKentucky,93584
Carlisle CountyKentucky,4760
Carroll CountyKentucky,10631
Carter CountyKentucky,26797
Casey CountyKentucky,16159
Christian CountyKentucky,70461
Clark CountyKentucky,36263
Clay CountyKentucky,19901
Clinton CountyKentucky,10218
Crittenden CountyKentucky,8806
Cumberland CountyKentucky,6614
Daviess CountyKentucky,101511
Edmonson CountyKentucky,12150
Elliott CountyKentucky,7517
Estill CountyKentucky,14106
Fayette CountyKentucky,323152
Fleming CountyKentucky,14581
Floyd CountyKentucky,35589
Franklin CountyKentucky,50991
Fulton CountyKentucky,5969
Gallatin CountyKentucky,8869
Garrard CountyKentucky,17666
Grant CountyKentucky,25069
Graves CountyKentucky,37266
Grayson CountyKentucky,26427
Green CountyKentucky,10941
Greenup CountyKentucky,35098
Hancock CountyKentucky,8722
Hardin CountyKentucky,110958
Harlan CountyKentucky,26010
Harrison CountyKentucky,18886
Hart CountyKentucky,19035
Henderson CountyKentucky,45210
Henry CountyKentucky,16126
Hickman CountyKentucky,4380
Hopkins CountyKentucky,44686
Jackson CountyKentucky,13329
Jefferson CountyKentucky,766757
Jessamine CountyKentucky,54115
Johnson CountyKentucky,22188
Kenton CountyKentucky,166998
Knott CountyKentucky,14806
Knox CountyKentucky,31145
Larue CountyKentucky,14398
Laurel CountyKentucky,60813
Lawrence CountyKentucky,15317
Lee CountyKentucky,7403
Leslie CountyKentucky,9877
Letcher CountyKentucky,21553
Lewis CountyKentucky,13275
Lincoln CountyKentucky,24549
Livingston CountyKentucky,9194
Logan CountyKentucky,27102
Lyon CountyKentucky,8210
McCracken CountyKentucky,65418
McCreary CountyKentucky,17231
McLean CountyKentucky,9207
Madison CountyKentucky,92987
Magoffin CountyKentucky,12161
Marion CountyKentucky,19273
Marshall CountyKentucky,31100
Martin CountyKentucky,11195
Mason CountyKentucky,17070
Meade CountyKentucky,28572
Menifee CountyKentucky,6489
Mercer CountyKentucky,21933
Metcalfe CountyKentucky,10071
Monroe CountyKentucky,10650
Montgomery CountyKentucky,28157
Morgan CountyKentucky,13309
Muhlenberg CountyKentucky,30622
Nelson CountyKentucky,46233
Nicholas CountyKentucky,7269
Ohio CountyKentucky,23994
Oldham CountyKentucky,66799
Owen CountyKentucky,10901
Owsley CountyKentucky,4415
Pendleton CountyKentucky,14590
Perry CountyKentucky,25758
Pike CountyKentucky,57876
Powell CountyKentucky,12359
Pulaski CountyKentucky,64979
Robertson CountyKentucky,2108
Rockcastle CountyKentucky,16695
Rowan CountyKentucky,24460
Russell CountyKentucky,17923
Scott CountyKentucky,57004
Shelby CountyKentucky,49024
Simpson CountyKentucky,18572
Spencer CountyKentucky,19351
Taylor CountyKentucky,25769
Todd CountyKentucky,12294
Trigg CountyKentucky,14651
Trimble CountyKentucky,8471
Union CountyKentucky,14381
Warren CountyKentucky,132896
Washington CountyKentucky,12095
Wayne CountyKentucky,20333
Webster CountyKentucky,12942
Whitley CountyKentucky,36264
Wolfe CountyKentucky,7157
Woodford CountyKentucky,26734
Acadia ParishLouisiana,62045
Allen ParishLouisiana,25627
Ascension ParishLouisiana,126604
Assumption ParishLouisiana,21891
Avoyelles ParishLouisiana,40144
Beauregard ParishLouisiana,37497
Bienville ParishLouisiana,13241
Bossier ParishLouisiana,127039
Caddo ParishLouisiana,240204
Calcasieu ParishLouisiana,203436
Caldwell ParishLouisiana,9918
Cameron ParishLouisiana,6973
Catahoula ParishLouisiana,9494
Claiborne ParishLouisiana,15670
Concordia ParishLouisiana,19259
De Soto ParishLouisiana,27463
East Baton Rouge ParishLouisiana,440059
East Carroll ParishLouisiana,6861
East Feliciana ParishLouisiana,19135
Evangeline ParishLouisiana,33395
Franklin ParishLouisiana,20015
Grant ParishLouisiana,22389
Iberia ParishLouisiana,69830
Iberville ParishLouisiana,32511
Jackson ParishLouisiana,15744
Jefferson ParishLouisiana,432493
Jefferson Davis ParishLouisiana,31368
Lafayette ParishLouisiana,244390
Lafourche ParishLouisiana,97614
LaSalle ParishLouisiana,14892
Lincoln ParishLouisiana,46742
Livingston ParishLouisiana,140789
Madison ParishLouisiana,10951
Morehouse ParishLouisiana,24874
Natchitoches ParishLouisiana,38158
Orleans ParishLouisiana,390144
Ouachita ParishLouisiana,153279
Plaquemines ParishLouisiana,23197
Pointe Coupee ParishLouisiana,21730
Rapides ParishLouisiana,129648
Red River ParishLouisiana,8442
Richland ParishLouisiana,20122
Sabine ParishLouisiana,23884
St. Bernard ParishLouisiana,47244
St. Charles ParishLouisiana,53100
St. Helena ParishLouisiana,10132
St. James ParishLouisiana,21096
St. John the Baptist ParishLouisiana,42837
St. Landry ParishLouisiana,82124
St. Martin ParishLouisiana,53431
St. Mary ParishLouisiana,49348
St. Tammany ParishLouisiana,260419
Tangipahoa ParishLouisiana,134758
Tensas ParishLouisiana,4334
Terrebonne ParishLouisiana,110461
Union ParishLouisiana,22108
Vermilion ParishLouisiana,59511
Vernon ParishLouisiana,47429
Washington ParishLouisiana,46194
Webster ParishLouisiana,38340
West Baton Rouge ParishLouisiana,26465
West Carroll ParishLouisiana,10830
West Feliciana ParishLouisiana,15568
Winn ParishLouisiana,13904
Androscoggin CountyMaine,108277
Aroostook CountyMaine,67055
Cumberland CountyMaine,295003
Franklin CountyMaine,30199
Hancock CountyMaine,54987
Kennebec CountyMaine,122302
Knox CountyMaine,39772
Lincoln CountyMaine,34634
Oxford CountyMaine,57975
Penobscot CountyMaine,152148
Piscataquis CountyMaine,16785
Sagadahoc CountyMaine,35856
Somerset CountyMaine,50484
Waldo CountyMaine,39715
Washington CountyMaine,31379
York CountyMaine,207641
Allegany CountyMaryland,70416
Anne Arundel CountyMaryland,579234
Baltimore CountyMaryland,827370
Calvert CountyMaryland,92525
Caroline CountyMaryland,33406
Carroll CountyMaryland,168447
Cecil CountyMaryland,102855
Charles CountyMaryland,163257
Dorchester CountyMaryland,31929
Frederick CountyMaryland,259547
Garrett CountyMaryland,29014
Harford CountyMaryland,255441
Howard CountyMaryland,325690
Kent CountyMaryland,19422
Montgomery CountyMaryland,1050688
Prince George's CountyMaryland,909327
Queen Anne's CountyMaryland,50381
St. Mary's CountyMaryland,113510
Somerset CountyMaryland,25616
Talbot CountyMaryland,37181
Washington CountyMaryland,151049
Wicomico CountyMaryland,103609
Worcester CountyMaryland,52276
Baltimore cityMaryland,593490
Barnstable CountyMassachusetts,212990
Berkshire CountyMassachusetts,124944
Bristol CountyMassachusetts,565217
Dukes CountyMassachusetts,17332
Essex CountyMassachusetts,789034
Franklin CountyMassachusetts,70180
Hampden CountyMassachusetts,466372
Hampshire CountyMassachusetts,160830
Middlesex CountyMassachusetts,1611699
Nantucket CountyMassachusetts,11399
Norfolk CountyMassachusetts,706775
Plymouth CountyMassachusetts,521202
Suffolk CountyMassachusetts,803907
Worcester CountyMassachusetts,830622
Alcona CountyMichigan,10405
Alger CountyMichigan,9108
Allegan CountyMichigan,118081
Alpena CountyMichigan,28405
Antrim CountyMichigan,23324
Arenac CountyMichigan,14883
Baraga CountyMichigan,8209
Barry CountyMichigan,61550
Bay CountyMichigan,103126
Benzie CountyMichigan,17766
Berrien CountyMichigan,153401
Branch CountyMichigan,43517
Calhoun CountyMichigan,134159
Cass CountyMichigan,51787
Charlevoix CountyMichigan,26143
Cheboygan CountyMichigan,25276
Chippewa CountyMichigan,37349
Clare CountyMichigan,30950
Clinton CountyMichigan,79595
Crawford CountyMichigan,14029
Delta CountyMichigan,35784
Dickinson CountyMichigan,25239
Eaton CountyMichigan,110268
Emmet CountyMichigan,33415
Genesee CountyMichigan,405813
Gladwin CountyMichigan,25449
Gogebic CountyMichigan,13975
Grand Traverse CountyMichigan,93088
Gratiot CountyMichigan,40711
Hillsdale CountyMichigan,45605
Houghton CountyMichigan,35684
Huron CountyMichigan,30981
Ingham CountyMichigan,292406
Ionia CountyMichigan,64697
Iosco CountyMichigan,25127
Iron CountyMichigan,11066
Isabella CountyMichigan,69872
Jackson CountyMichigan,158510
Kalamazoo CountyMichigan,265066
Kalkaska CountyMichigan,18038
Kent CountyMichigan,656955
Keweenaw CountyMichigan,2116
Lake CountyMichigan,11853
Lapeer CountyMichigan,87607
Leelanau CountyMichigan,21761
Lenawee CountyMichigan,98451
Livingston CountyMichigan,191995
Luce CountyMichigan,6229
Mackinac CountyMichigan,10799
Macomb CountyMichigan,873972
Manistee CountyMichigan,24558
Marquette CountyMichigan,66699
Mason CountyMichigan,29144
Mecosta CountyMichigan,43453
Menominee CountyMichigan,22780
Midland CountyMichigan,83156
Missaukee CountyMichigan,15118
Monroe CountyMichigan,150500
Montcalm CountyMichigan,63888
Montmorency CountyMichigan,9328
Muskegon CountyMichigan,173566
Newaygo CountyMichigan,48980
Oakland CountyMichigan,1257584
Oceana CountyMichigan,26467
Ogemaw CountyMichigan,20997
Ontonagon CountyMichigan,5720
Osceola CountyMichigan,23460
Oscoda CountyMichigan,8241
Otsego CountyMichigan,24668
Ottawa CountyMichigan,291830
Presque Isle CountyMichigan,12592
Roscommon CountyMichigan,24019
Saginaw CountyMichigan,190539
St. Clair CountyMichigan,159128
St. Joseph CountyMichigan,60964
Sanilac CountyMichigan,41170
Schoolcraft CountyMichigan,8094
Shiawassee CountyMichigan,68122
Tuscola CountyMichigan,52245
Van Buren CountyMichigan,75677
Washtenaw CountyMichigan,367601
Wayne CountyMichigan,1749343
Wexford CountyMichigan,33631
Aitkin CountyMinnesota,15886
Anoka CountyMinnesota,356921
Becker CountyMinnesota,34423
Beltrami CountyMinnesota,47188
Benton CountyMinnesota,40889
Big Stone CountyMinnesota,4991
Blue Earth CountyMinnesota,67653
Brown CountyMinnesota,25008
Carlton CountyMinnesota,35871
Carver CountyMinnesota,105089
Cass CountyMinnesota,29779
Chippewa CountyMinnesota,11800
Chisago CountyMinnesota,56579
Clay CountyMinnesota,64222
Clearwater CountyMinnesota,8818
Cook CountyMinnesota,5463
Cottonwood CountyMinnesota,11196
Crow Wing CountyMinnesota,65055
Dakota CountyMinnesota,429021
Dodge CountyMinnesota,20934
Douglas CountyMinnesota,38141
Faribault CountyMinnesota,13653
Fillmore CountyMinnesota,21067
Freeborn CountyMinnesota,30281
Goodhue CountyMinnesota,46340
Grant CountyMinnesota,5972
Hennepin CountyMinnesota,1265843
Houston CountyMinnesota,18600
Hubbard CountyMinnesota,21491
Isanti CountyMinnesota,40596
Itasca CountyMinnesota,45130
Jackson CountyMinnesota,9846
Kanabec CountyMinnesota,16337
Kandiyohi CountyMinnesota,43199
Kittson CountyMinnesota,4298
Koochiching CountyMinnesota,12229
Lac qui Parle CountyMinnesota,6623
Lake CountyMinnesota,10641
Lake of the Woods CountyMinnesota,3740
Le Sueur CountyMinnesota,28887
Lincoln CountyMinnesota,5639
Lyon CountyMinnesota,25474
McLeod CountyMinnesota,35893
Mahnomen CountyMinnesota,5527
Marshall CountyMinnesota,9336
Martin CountyMinnesota,19683
Meeker CountyMinnesota,23222
Mille Lacs CountyMinnesota,26277
Morrison CountyMinnesota,33386
Mower CountyMinnesota,40062
Murray CountyMinnesota,8194
Nicollet CountyMinnesota,34274
Nobles CountyMinnesota,21629
Norman CountyMinnesota,6375
Olmsted CountyMinnesota,158293
Otter Tail CountyMinnesota,58746
Pennington CountyMinnesota,14119
Pine CountyMinnesota,29579
Pipestone CountyMinnesota,9126
Polk CountyMinnesota,31364
Pope CountyMinnesota,11249
Ramsey CountyMinnesota,550321
Red Lake CountyMinnesota,4055
Redwood CountyMinnesota,15170
Renville CountyMinnesota,14548
Rice CountyMinnesota,66972
Rock CountyMinnesota,9315
Roseau CountyMinnesota,15165
St. Louis CountyMinnesota,199070
Scott CountyMinnesota,149013
Sherburne CountyMinnesota,97238
Sibley CountyMinnesota,14865
Stearns CountyMinnesota,161075
Steele CountyMinnesota,36649
Stevens CountyMinnesota,9805
Swift CountyMinnesota,9266
Todd CountyMinnesota,24664
Traverse CountyMinnesota,3259
Wabasha CountyMinnesota,21627
Wadena CountyMinnesota,13682
Waseca CountyMinnesota,18612
Washington CountyMinnesota,262440
Watonwan CountyMinnesota,10897
Wilkin CountyMinnesota,6207
Winona CountyMinnesota,50484
Wright CountyMinnesota,138377
Yellow Medicine CountyMinnesota,9709
Adams CountyMississippi,30693
Alcorn CountyMississippi,36953
Amite CountyMississippi,12297
Attala CountyMississippi,18174
Benton CountyMississippi,8259
Bolivar CountyMississippi,30628
Calhoun CountyMississippi,14361
Carroll CountyMississippi,9947
Chickasaw CountyMississippi,17103
Choctaw CountyMississippi,8210
Claiborne CountyMississippi,8988
Clarke CountyMississippi,15541
Clay CountyMississippi,19316
Coahoma CountyMississippi,22124
Copiah CountyMississippi,28065
Covington CountyMississippi,18636
DeSoto CountyMississippi,184945
Forrest CountyMississippi,74897
Franklin CountyMississippi,7713
George CountyMississippi,24500
Greene CountyMississippi,13586
Grenada CountyMississippi,20758
Hancock CountyMississippi,47632
Harrison CountyMississippi,208080
Hinds CountyMississippi,231840
Holmes CountyMississippi,17010
Humphreys CountyMississippi,8064
Issaquena CountyMississippi,1327
Itawamba CountyMississippi,23390
Jackson CountyMississippi,143617
Jasper CountyMississippi,16383
Jefferson CountyMississippi,6990
Jefferson Davis CountyMississippi,11128
Jones CountyMississippi,68098
Kemper CountyMississippi,9742
Lafayette CountyMississippi,54019
Lamar CountyMississippi,63343
Lauderdale CountyMississippi,74125
Lawrence CountyMississippi,12586
Leake CountyMississippi,22786
Lee CountyMississippi,85436
Leflore CountyMississippi,28183
Lincoln CountyMississippi,34153
Lowndes CountyMississippi,58595
Madison CountyMississippi,106272
Marion CountyMississippi,24573
Marshall CountyMississippi,35294
Monroe CountyMississippi,35252
Montgomery CountyMississippi,9775
Neshoba CountyMississippi,29118
Newton CountyMississippi,21018
Noxubee CountyMississippi,10417
Oktibbeha CountyMississippi,49587
Panola CountyMississippi,34192
Pearl River CountyMississippi,55535
Perry CountyMississippi,11973
Pike CountyMississippi,39288
Pontotoc CountyMississippi,32174
Prentiss CountyMississippi,25126
Quitman CountyMississippi,6792
Rankin CountyMississippi,155271
Scott CountyMississippi,28124
Sharkey CountyMississippi,4321
Simpson CountyMississippi,26658
Smith CountyMississippi,15916
Stone CountyMississippi,18336
Sunflower CountyMississippi,25110
Tallahatchie CountyMississippi,13809
Tate CountyMississippi,28321
Tippah CountyMississippi,22015
Tishomingo CountyMississippi,19383
Tunica CountyMississippi,9632
Union CountyMississippi,28815
Walthall CountyMississippi,14286
Warren CountyMississippi,45381
Washington CountyMississippi,43909
Wayne CountyMississippi,20183
Webster CountyMississippi,9689
Wilkinson CountyMississippi,8630
Winston CountyMississippi,17955
Yalobusha CountyMississippi,12108
Yazoo CountyMississippi,29690
Adair CountyMissouri,25343
Andrew CountyMissouri,17712
Atchison CountyMissouri,5143
Audrain CountyMissouri,25388
Barry CountyMissouri,35789
Barton CountyMissouri,11754
Bates CountyMissouri,16172
Benton CountyMissouri,19443
Bollinger CountyMissouri,12133
Boone CountyMissouri,180463
Buchanan CountyMissouri,87364
Butler CountyMissouri,42478
Caldwell CountyMissouri,9020
Callaway CountyMissouri,44743
Camden CountyMissouri,46305
Cape Girardeau CountyMissouri,78871
Carroll CountyMissouri,8679
Carter CountyMissouri,5982
Cass CountyMissouri,105780
Cedar CountyMissouri,14349
Chariton CountyMissouri,7426
Christian CountyMissouri,88595
Clark CountyMissouri,6797
Clay CountyMissouri,249948
Clinton CountyMissouri,20387
Cole CountyMissouri,76745
Cooper CountyMissouri,17709
Crawford CountyMissouri,23920
Dade CountyMissouri,7561
Dallas CountyMissouri,16878
Daviess CountyMissouri,8278
DeKalb CountyMissouri,12547
Dent CountyMissouri,15573
Douglas CountyMissouri,13185
Dunklin CountyMissouri,29131
Franklin CountyMissouri,103967
Gasconade CountyMissouri,14706
Gentry CountyMissouri,6571
Greene CountyMissouri,293086
Grundy CountyMissouri,9850
Harrison CountyMissouri,8352
Henry CountyMissouri,21824
Hickory CountyMissouri,9544
Holt CountyMissouri,4403
Howard CountyMissouri,10001
Howell CountyMissouri,40117
Iron CountyMissouri,10125
Jackson CountyMissouri,703011
Jasper CountyMissouri,121328
Jefferson CountyMissouri,225081
Johnson CountyMissouri,54062
Knox CountyMissouri,3959
Laclede CountyMissouri,35723
Lafayette CountyMissouri,32708
Lawrence CountyMissouri,38355
Lewis CountyMissouri,9776
Lincoln CountyMissouri,59013
Linn CountyMissouri,11920
Livingston CountyMissouri,15227
McDonald CountyMissouri,22837
Macon CountyMissouri,15117
Madison CountyMissouri,12088
Maries CountyMissouri,8697
Marion CountyMissouri,28530
Mercer CountyMissouri,3617
Miller CountyMissouri,25619
Mississippi CountyMissouri,13180
Moniteau CountyMissouri,16132
Monroe CountyMissouri,8644
Montgomery CountyMissouri,11551
Morgan CountyMissouri,20627
New Madrid CountyMissouri,17076
Newton CountyMissouri,58236
Nodaway CountyMissouri,22092
Oregon CountyMissouri,10529
Osage CountyMissouri,13615
Ozark CountyMissouri,9174
Pemiscot CountyMissouri,15805
Perry CountyMissouri,19136
Pettis CountyMissouri,42339
Phelps CountyMissouri,44573
Pike CountyMissouri,18302
Platte CountyMissouri,104418
Polk CountyMissouri,32149
Pulaski CountyMissouri,52607
Putnam CountyMissouri,4696
Ralls CountyMissouri,10309
Randolph CountyMissouri,24748
Ray CountyMissouri,23018
Reynolds CountyMissouri,6270
Ripley CountyMissouri,13288
St. Charles CountyMissouri,402022
St. Clair CountyMissouri,9397
Ste Genevieve CountyMissouri,17894
St. Francois CountyMissouri,67215
St. Louis CountyMissouri,994205
Saline CountyMissouri,22761
Schuyler CountyMissouri,4660
Scotland CountyMissouri,4902
Scott CountyMissouri,38280
Shannon CountyMissouri,8166
Shelby CountyMissouri,5930
Stoddard CountyMissouri,29025
Stone CountyMissouri,31952
Sullivan CountyMissouri,6089
Taney CountyMissouri,55928
Texas CountyMissouri,25398
